Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Degraded performance,https://status.character.ai/incidents/hyj9hwhl85vd,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Nov 22, 2023 - 17:57 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 9 months ago. Nov 22, 2023 - 17:03 PST""}]",This incident affected: Character.AI.
Server Instability,https://status.character.ai/incidents/q0xvy3xtgsrf,#e74c3c,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Nov 20, 2023 - 14:07 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 9 months ago. Nov 20, 2023 - 14:01 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 9 months ago. Nov 20, 2023 - 13:52 PST""}]",This incident affected: Character.AI.
Site down,https://status.character.ai/incidents/clpqgprws6jg,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 20:13 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are returning to partial service. Only logged in users can use the site."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 19:03 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 17:18 PST""}]",This incident affected: Character.AI.
Site down,https://status.character.ai/incidents/t666zx5wmjvw,#e74c3c,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 15:19 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Restored service"", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 15:17 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 14:06 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 17, 2023 - 14:05 PST""}]",This incident affected: Character.AI.
Site down,https://status.character.ai/incidents/5hgyc7qkhrk7,#e74c3c,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 06, 2023 - 06:36 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 06, 2023 - 06:31 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 06, 2023 - 06:26 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 06, 2023 - 06:17 PST""}]",This incident affected: Character.AI.
Site down,https://status.character.ai/incidents/fl04cnw1hskw,#e74c3c,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 03, 2023 - 14:45 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 03, 2023 - 13:45 PDT""}]",This incident affected: Character.AI.
Site down,https://status.character.ai/incidents/991k21s06ml4,#e74c3c,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 03, 2023 - 09:23 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 03, 2023 - 08:30 PDT""}]",This incident affected: Character.AI.
Partial outage,https://status.character.ai/incidents/4vj1gghj29t4,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 01, 2023 - 17:45 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Nov 01, 2023 - 14:47 PDT""}]",This incident affected: Character.AI.
Site down,https://status.character.ai/incidents/tw8n83w5jz43,#e74c3c,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 30, 2023 - 13:41 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 30, 2023 - 13:40 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 30, 2023 - 13:06 PDT""}]",This incident affected: Character.AI.
Elevated DB errors,https://status.character.ai/incidents/bt77d8174xlq,#e74c3c,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""Failures in our search backend cascaded to the DB. We have applied patches to make this more resilient."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 29, 2023 - 06:41 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 26, 2023 - 15:30 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 10 months ago. Oct 26, 2023 - 15:00 PDT""}]",This incident affected: Character.AI.
