Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
"Partial outage in some ada, davinci models",https://status.openai.com/incidents/ydpd7d9v63r7,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""DALL\u00b7E and all APIs are operating normally."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 30, 2022 - 11:57 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""DALL\u00b7E is recovering and we are monitoring present traffic."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 30, 2022 - 11:22 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""DALL\u00b7E remains unresponsive due to networking issues. We are actively diagnosing the situation. All other API traffic is operational."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 30, 2022 - 11:10 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have moved text-ada-001 and classic davinci out of our affected cluster. These two models are now operational. Most DALL\u00b7E traffic is still heavily degraded."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 30, 2022 - 10:33 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""All nodes in one of our clusters are experiencing DNS issues due to a systemd upgrade affecting the version of Ubuntu running on our nodes. This incident is also being tracked by our cloud provider here: https://app.azure.com/h/2TWN-VT0/c24ff9\n\nThis cluster handles most traffic for DALL\u00b7E as well as classic davinci and text-ada-001. These models are currently unreachable while we investigate workarounds."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 30, 2022 - 10:26 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue and are working to resolve it.\n\n[edit] Timestamp updated to reflect when our monitoring reports the drop in traffic to our cluster."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 30, 2022 - 09:16 PDT""}]",This incident affected: API.
Outage in text-davinci-002,https://status.openai.com/incidents/56m9dhrdmzq6,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We have been stable since the previous message. Marking the incident as resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 17:21 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Performance appears to have mostly recovered at this point. We are continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 15:59 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Our deployment is progressing & models are continuing to recover. We are no longer seeing errors as frequently and latencies are dropping across the board. There is still degraded performance until the deployment completes."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 15:51 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are rolling out the fix and our models are in the process of recovering."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 15:22 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""The fix we identified seems promising. Latency has been restored to the model we tested it on (text-babbage-001). We are now rolling it out more broadly."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 15:02 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue. We also have observed that other models are experiencing increased latencies as well, though not to the point of failures.\n\nWe have a candidate fix that we are trying out now."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 14:55 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We began experienced intermittent failures in text-davinci-002 due to load beginning at 1:25 pm.\n\nWe are actively rearranging our capacity to allow these engines to recover."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 13:25 PDT""}]",This incident affected: API.
Partial Outage on Account Management,https://status.openai.com/incidents/nkbpzgdp4sh5,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 24, 2022 - 11:00 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""New accounts cannot be created and usage/billing information may be broken or stale."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 24, 2022 - 10:28 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 24, 2022 - 10:23 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""New accounts cannot be created at the moment. We are currently investigating"", ""Update_Timestamp"": ""Posted 2 years ago. Aug 24, 2022 - 10:21 PDT""}]",This incident affected: API and Playground.
Outage on All Endpoints,https://status.openai.com/incidents/ljkf68byn8bm,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""At 9:05 AM PDT on Friday, August 19, we experienced a full outage on our publicly exposed load balancer, knocking out traffic to all models and the Playground. All customers making API requests at this time were affected by this outage. The network outage lasted approximately one hour. Upon network traffic returning, some customers continued to see elevated errors when making requests to some models and to our Moderation API, and when making changes to their billing settings. Within two hours these cascading issues were fully resolved.\nEngineers quickly identified that the problem was related to our public load balancer. All visible configuration and monitoring indicated that the load balancer was operating correctly. We escalated to our cloud provider to help with the investigation, who later determined that an unrelated change to our network configuration broke our public load balancer in a way that was not visible to us.\nApproximately half of traffic was restored an hour after the incident began. But unfortunately after such a long period of outage, internal automation then further hindered our ability to serve the full load. Over the subsequent two hours, engineers manually worked to get all systems back online.\nThis multi-hour outage went on for far too long. To enable faster recovery times in the future, we're implementing changes to further increase observability and increase robustness of our change control processes.\n\u200c\nIn the course of investigation, engineers have identified the underlying issue in how network configurations get propagated that caused the load balancer to unexpectedly break, and have been able to reproduce the issue in a test environment. A fix is expected soon, and in the meantime we are able to reliably mitigate the bug."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 25, 2022 - 14:07 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has been resolved. We apologize again for the inconvenience. We have begun a postmortem into this outage and will share it out as soon as we're able."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 19, 2022 - 12:15 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 19, 2022 - 10:56 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Network traffic is flowing again but many of our models are failing. We are investigating."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 19, 2022 - 10:20 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We are seeing external traffic reach our servers again. We are monitoring."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 19, 2022 - 10:08 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are experiencing a critical issue in our networking stack preventing external connections to our system. We are continuing to investigate. We appreciate your patience and apologize for the inconvenience."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 19, 2022 - 09:52 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating a major outage affecting all models and the OpenAI Playground"", ""Update_Timestamp"": ""Posted 2 years ago. Aug 19, 2022 - 09:20 PDT""}]",This incident affected: API and Playground.
Elevated errors on some davinci models,https://status.openai.com/incidents/xplpszlpsh5j,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 18, 2022 - 18:16 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 18, 2022 - 16:55 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Some customers are seeing elevated errors on certain davinci models. We are investigating."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 18, 2022 - 16:48 PDT""}]",This incident affected: API.
Elevated errors on fine-tuned Babbage models,https://status.openai.com/incidents/sb9nhynw9jjf,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""fine-tuned Babbage models are not showing any errors in the last 20 minutes and the systems look healthy. We're resolving this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 17, 2022 - 09:56 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 17, 2022 - 09:47 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified the issue and are working on a resolution"", ""Update_Timestamp"": ""Posted 2 years ago. Aug 17, 2022 - 09:31 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing elevated errors for some customers using fine-tuned Babbage models. We are looking into the issue."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 17, 2022 - 09:23 PDT""}]",This incident affected: API.
partial network outage,https://status.openai.com/incidents/1yqdnt73snnc,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""While performing a major migration in our infrastructure a handful of services were accidentally cutoff because of a failed upgrade.\nMost of the affected services recovered within 10min, text-davinci-002 was affected for 45min.\nDuring this outage, requests to affected services would result in 404 (not found)"", ""Update_Timestamp"": ""Posted 2 years ago. Aug 12, 2022 - 13:30 PDT""}]",
API Outage,https://status.openai.com/incidents/0sfg212mvr14,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Our API suffered an outage for 11 minutes (4:06-4:17 PM) due to an internal configuration issue. The issue was caught and a fix applied. We apologize for lost requests in that time frame. All requests during this time would have timed out."", ""Update_Timestamp"": ""Posted 2 years ago. Aug 08, 2022 - 16:18 PDT""}]",
Error responses for curie fine-tuned models,https://status.openai.com/incidents/0vbqdb8gmyvy,#f4ac36,impact-minor,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On Jul 22, 2022 starting 11:10pm, some fine-tuned curie models suffered an outage for around 50 minutes. The outage affected infrastructure for more recently fine-tuned curie models (older models are running on separate infrastructure and were unaffected). Overall this represented 80% of requests to curie fine-tuned models.\nThe cause was a failure of the pub/sub system we use to queue requests. Even though the specific pods responsible for pub/sub were brought back up, there were cascading failures that prevented traffic from recovering. \nThe mitigation involved standing up a new infrastructure to process these requests. This was brought up and put into production traffic at around midnight, at which point failures stopped. Because new systems have some startup costs and cold caches, there was still higher latency observed for around 10 minutes. \nRemediations:\nSince this incident, we have begun sharding traffic for fine-tuned models across different regions to add redundancy in case of an outage.\nWe are in the process of re-architecting our model runners to be more resilient to pub-sub failures."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 26, 2022 - 09:54 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 23, 2022 - 00:15 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Latency should be back to normal. Service is healthy."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 23, 2022 - 00:08 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have identified the source of the issue and have applied mitigations to restore service. However, latency is still affected during warmup."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 22, 2022 - 23:58 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 22, 2022 - 23:42 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We have been alerted to an issue with curie fine-tuned models. We are investigating."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 22, 2022 - 23:42 PDT""}]",This incident affected: API.
Authentication outage,https://status.openai.com/incidents/x7ypskmhwdmj,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Our API suffered a momentary outage of our authentication service for 4 minutes (10:22-10:26 AM) due to an internal configuration issue. The issue was caught and a fix applied. We apologize for lost requests in that time frame. All engines were operational, however, some users temporarily were denied access."", ""Update_Timestamp"": ""Posted 2 years ago. Jul 18, 2022 - 10:39 PDT""}]",This incident affected: API.
