Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated errors on Claude 3 Haiku on Vertex ins us-east-5,https://status.anthropic.com/incidents/n98d7k0hhw9k,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 18 hours ago. Aug 30, 2024 - 13:30 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 18 hours ago. Aug 30, 2024 - 13:24 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 18 hours ago. Aug 30, 2024 - 13:18 PDT""}]",This incident affected: Claude on Vertex AI.
Bug affecting responses in claude.ai,https://status.anthropic.com/incidents/kygj9sjs8dxr,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 days ago. Aug 29, 2024 - 07:00 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""During this period, some users of claude.ai may have experienced inconsistencies in Claude's responses. This could have resulted in replies that did not fully align with the ongoing conversation. The issue did not involve any prompt leakage or compromise of user data. The bug has been identified and fixed, and normal service has been restored."", ""Update_Timestamp"": ""Posted 4 days ago. Aug 27, 2024 - 18:00 PDT""}]",This incident affected: claude.ai.
Elevated error rates on Claude 3.5 Sonnet,https://status.anthropic.com/incidents/s6lf7cnyxrw2,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 4 days ago. Aug 27, 2024 - 19:39 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue that is resulting in elevated errors for Claude 3.5 Sonnet."", ""Update_Timestamp"": ""Posted 4 days ago. Aug 27, 2024 - 18:35 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevated errors on requests with many images,https://status.anthropic.com/incidents/l2cz12twl6hj,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved, and the maximum image limit on the API has been returned to 100."", ""Update_Timestamp"": ""Posted 8 days ago. Aug 23, 2024 - 08:46 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work towards a fix for API requests which include more than 20 images. At this time, requests exceeding this limit will receive an HTTP 400 error regarding too many images. We will provide additional updates as soon as possible."", ""Update_Timestamp"": ""Posted 9 days ago. Aug 22, 2024 - 16:16 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an issue resulting in elevated error rates on the Anthropic API for requests with more than 20 images, and are working on a fix. We'll provide an update as soon as possible."", ""Update_Timestamp"": ""Posted 9 days ago. Aug 22, 2024 - 15:13 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing elevated error rate across all models for requests with many images. We are currently investigating this issue"", ""Update_Timestamp"": ""Posted 9 days ago. Aug 22, 2024 - 14:14 PDT""}]",This incident affected: api.anthropic.com.
Elevated errors on Claude.ai for free usage,https://status.anthropic.com/incidents/fqzlkqnhk3l3,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 days ago. Aug 22, 2024 - 10:25 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Access to 3.5 Sonnet has been restored for free Claude.ai users, and we are closely monitoring."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 21, 2024 - 17:33 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work to resolve issues in order to re-enable free Claude.ai 3.5 Sonnet for users. Other usage of 3.5 Sonnet is unaffected."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 21, 2024 - 11:36 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 21, 2024 - 07:36 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""There are infrequent errors occurring on 3.5 Sonnet for API users, and free usage of Claude.ai is still routing to Claude 3 Haiku. We are continuing to work to restore access and will provides updates as we have them."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 21, 2024 - 07:35 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have temporarily routed free usage on Claude.ai to Claude 3 Haiku and will restore 3.5 Sonnet as soon as possible."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 21, 2024 - 01:59 PDT""}]",This incident affected: claude.ai and api.anthropic.com.
Elevated errors on Claude.ai for free usage,https://status.anthropic.com/incidents/s1mhj2t8qjxk,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 20, 2024 - 22:40 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have restored 3.5 Sonnet for Claude.ai free users, and are monitoring success rates."", ""Update_Timestamp"": ""Posted 10 days ago. Aug 20, 2024 - 21:48 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work to restore 3.5 Sonnet access for free usage of Claude.ai, and will provide additional updates as soon as possible."", ""Update_Timestamp"": ""Posted 11 days ago. Aug 20, 2024 - 11:18 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work to resolve an issue causing elevated errors for free users of Claude.ai. We have temporarily routed free usage to Claude 3 Haiku, and will restore 3.5 Sonnet as soon as possible."", ""Update_Timestamp"": ""Posted 11 days ago. Aug 20, 2024 - 09:24 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 11 days ago. Aug 20, 2024 - 09:20 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 11 days ago. Aug 20, 2024 - 04:07 PDT""}]",This incident affected: claude.ai.
Elevated errors for some free Claude.ai users,https://status.anthropic.com/incidents/tkk1vmjbn9zc,#f1c40f,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 12 days ago. Aug 19, 2024 - 13:19 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 12 days ago. Aug 19, 2024 - 12:04 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 12 days ago. Aug 19, 2024 - 10:28 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 12 days ago. Aug 19, 2024 - 07:50 PDT""}]",This incident affected: claude.ai.
Elevated errors for requests with images,https://status.anthropic.com/incidents/fc5jtvs8k07x,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 14:21 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 14:17 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue resulting in elevated error rates for requests involving images."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 14:13 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Elevated errors for some 3.5 Sonnet users,https://status.anthropic.com/incidents/p70ytf88h7d5,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 11:30 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 10:33 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue that is causing some users to see elevated errors when using 3.5 Sonnet, and are working on a fix."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 09:42 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue that is resulting in elevated errors for some users of Claude 3.5 Sonnet."", ""Update_Timestamp"": ""Posted 16 days ago. Aug 15, 2024 - 09:18 PDT""}]","This incident affected: claude.ai, console.anthropic.com, and api.anthropic.com."
Errors when claiming Console free credits or submitting Build questionnaire,https://status.anthropic.com/incidents/x0465yqg246w,#e67e22,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 17 days ago. Aug 14, 2024 - 12:18 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have applied a fix to resolve these issues, and are currently monitoring."", ""Update_Timestamp"": ""Posted 17 days ago. Aug 14, 2024 - 11:30 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an additional issue preventing some users from submitting questionnaires for the Build plan, which is required for the purchase of API credits. Our engineers are actively working to implement a fix for these issues."", ""Update_Timestamp"": ""Posted 17 days ago. Aug 14, 2024 - 10:41 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have identified an issue affecting the claiming of free credits on console.anthropic.com following phone number verification. The purchase of API credits is not affected, and we are working to resolve this issue."", ""Update_Timestamp"": ""Posted 17 days ago. Aug 14, 2024 - 10:18 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating reports of users being unable to purchase credits due to phone number verification errors"", ""Update_Timestamp"": ""Posted 17 days ago. Aug 14, 2024 - 10:03 PDT""}]",This incident affected: console.anthropic.com.
