Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
ChatGPT severely degraded,https://status.openai.com/incidents/85tj32txyltd,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 22:11 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Many unpaid users are experiencing an issue with ChatGPT. We have identified the issue and are working on a fix."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 21:36 PDT""}]",This incident affected: ChatGPT.
Elevated errors on GPT-3.5-Turbo and GPT-4 API,https://status.openai.com/incidents/qm1mbg1w9b9z,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 21:37 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an issue affecting some customers of the GPT-3.5 Turbo and GPT-4 API."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 20:06 PDT""}]",This incident affected: API.
Degraded performance on ChatGPT,https://status.openai.com/incidents/c9fzdr2cxnbq,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The ChatGPT is stable for all users and the issue has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 11:03 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have put a fix in place, and normal usage of ChatGPT has resumed. We are closely monitoring the success of this fix."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 09:29 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""At this time we are limiting the number of users who can log into ChatGPT. We are continuing to remediate the ongoing issue."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 08:28 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a remediation and recover service."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 07:58 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Some users are experiencing issues loading conversation history and creating new conversations. We have identified the issue and are working on a remediation."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 31, 2023 - 06:52 PDT""}]",This incident affected: ChatGPT.
ChatGPT web & mobile UIs unavailable,https://status.openai.com/incidents/5l07rfcr5fyn,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The issue has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 29, 2023 - 08:16 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The fix has been implemented, and ChatGPT service is recovering for web & mobile.  We will monitor the recovery."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 29, 2023 - 07:59 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the cause (currently impacting ChatGPT on both web and mobile) and are working to fix the issue."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 29, 2023 - 07:46 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 29, 2023 - 07:04 PDT""}]",This incident affected: ChatGPT.
Elevated error rate affecting GPT-4,https://status.openai.com/incidents/tqtbd1zfm4ys,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The issue was identified and has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 29, 2023 - 03:44 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing elevated error rates for requests to GPT-4-0314. We are currently investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 29, 2023 - 03:42 PDT""}]",This incident affected: API.
"Some API account features are unavailable, including credit purchases",https://status.openai.com/incidents/2kgy57jdv5tp,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Issues have been identified and resolved"", ""Update_Timestamp"": ""Posted 1 year ago. Aug 28, 2023 - 11:19 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 28, 2023 - 11:01 PDT""}]",This incident affected: API.
Elevated error rates on GPT-4,https://status.openai.com/incidents/pvfmn5l08lt3,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The fix has been fully applied, and error rates have returned to normal."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 28, 2023 - 08:23 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified, and a fix is being applied now. Error rates are decreasing."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 28, 2023 - 08:08 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 28, 2023 - 07:41 PDT""}]",This incident affected: API.
ChatGPT web UI unavailable,https://status.openai.com/incidents/70v6kc5bkn5f,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The ChatGPT web UI has recovered."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 26, 2023 - 17:18 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The ChatGPT web UI is partially unavailable, we are investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 26, 2023 - 17:07 PDT""}]",This incident affected: ChatGPT.
Elevated errors on creating new fine tuning jobs,https://status.openai.com/incidents/lvvjy2wh8lbx,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Issues have been resolved now."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 25, 2023 - 14:03 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""we are investigating high error rates when creating new fine tuning jobs under /v1/fine_tuning/jobs"", ""Update_Timestamp"": ""Posted 1 year ago. Aug 25, 2023 - 13:30 PDT""}]",This incident affected: API.
Elevated error rate affecting GPT-4,https://status.openai.com/incidents/bs2qjf3p8hcs,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The issue was identified and has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 25, 2023 - 12:33 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing elevated error rates for requests to GPT-4. We are currently investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 25, 2023 - 12:03 PDT""}]",This incident affected: API.
ChatGPT web UI unavailable,https://status.openai.com/incidents/dtn5wy8nn4c6,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The ChatGPT web UI has recovered."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 23, 2023 - 17:55 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue affecting the ChatGPT web UI, and are working to recover service."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 23, 2023 - 17:41 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""The ChatGPT web UI is partially unavailable, we are investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 23, 2023 - 17:33 PDT""}]",This incident affected: ChatGPT.
Degraded performance on ChatGPT Free,https://status.openai.com/incidents/vbz1gsrhnxwx,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The free version of ChatGPT is now working normally."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 10, 2023 - 17:34 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've mitigated the issue and we're monitoring the performance of the free version of ChatGPT."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 10, 2023 - 17:16 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""The free version of ChatGPT is operating slower than normal for some users. We\u2019re investigating the cause now."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 10, 2023 - 17:06 PDT""}]",This incident affected: ChatGPT.
Partial outage on training jobs on fine-tuned model creation,https://status.openai.com/incidents/xr94r5y4ntjd,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The issue with fine-tuning jobs has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 20:42 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're continuing to monitor. Sampling for fine-tuned models continues normally."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 20:19 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're continuing to monitor the fix for the fine tuning jobs"", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 19:11 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're continuing to monitor the fix for the fine tuning jobs"", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 18:33 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been deployed and we're monitoring fine-tuning jobs."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 17:01 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified the root cause and an update is being prepared now."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 16:41 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're continuing to investigate. Sampling is still proceeding normally."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 16:05 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue. Sampling is proceeding normally."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 15:17 PDT""}]",This incident affected: API.
Code interpreter and plugins not completing,https://status.openai.com/incidents/gv4j4nmz0ry9,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 13:10 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we're monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 13:06 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 12:46 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're aware of an issue in which conversations utilizing Code Interpreter and Plugins are not completing. We're investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 12:36 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're aware of an issue preventing code interpreter and plugins in ChatGPT from completing. We're investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 09, 2023 - 12:11 PDT""}]",This incident affected: API and ChatGPT.
ChatGPT Severe Degradation,https://status.openai.com/incidents/zv4rq28nrr7s,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Service has returned to normal. We have implemented mitigations and currently believe this was due to a DDoS attack that bypassed our preventative measures. We will be continuing to investigate future mitigations."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 03, 2023 - 16:57 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Traffic has returned to normal. We are monitoring the situation."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 03, 2023 - 16:50 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified adversarial traffic and are actively mitigating. Traffic for a vast majority of users should be returning to normal."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 03, 2023 - 16:46 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are mitigating an unusually large spike in traffic that is causing connectivity problems across all of ChatGPT.\n\nThe API is unaffected."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 03, 2023 - 16:25 PDT""}]",This incident affected: ChatGPT.
Erroneous rate-limit error messages,https://status.openai.com/incidents/40851s4v3r7y,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The cause of the erroneous error messages has been found and a patch is being shipped."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 01, 2023 - 15:50 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an issue where some some users are encountering erroneous rate-limiting error messages indicating that their rate limit is 0/min."", ""Update_Timestamp"": ""Posted 1 year ago. Aug 01, 2023 - 12:50 PDT""}]",This incident affected: API.
Elevated errors for finetune APIs,https://status.openai.com/incidents/pz1rpxz0hc08,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Finetune APIs encountered elevated errors due to a bad binary release. this was resolved by rolling back the bad release."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 31, 2023 - 12:00 PDT""}]",
Elevated error rate in Whisper API,https://status.openai.com/incidents/9pxh7qmbwp6n,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been resolved and Whisper API is back to normal."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 26, 2023 - 11:56 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Our fix has been implemented and is rolling out now. Errors should be nearly entirely gone now."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 26, 2023 - 11:46 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the issue and a fix is being implemented. Errors have started coming down already."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 26, 2023 - 10:39 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently seeing an elevated error rate for requests to the Whisper API. We are actively investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 26, 2023 - 09:36 PDT""}]",This incident affected: API.
ChatGPT subscriptions not taking effect.,https://status.openai.com/incidents/3ngfvkqpwr7n,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 18, 2023 - 19:23 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We\u2019ve identified and resolved the underlying the issue. A small number of users who signed up while this issue was active may still be experiencing issues accessing Plus features - we\u2019re in the process of implementing a retroactive fix for these users and are continuing to monitor."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 18, 2023 - 17:44 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing some issues where paid subscriptions aren't taking effect even though payment is successful. We are currently diagnosing the issue."", ""Update_Timestamp"": ""Posted 1 year ago. Jul 17, 2023 - 15:26 PDT""}]",This incident affected: ChatGPT.
