Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated errors on Image and Moderation APIs,https://status.openai.com/incidents/sdnrfjf2yytz,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 23, 2022 - 14:11 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix is in place and we are seeing recovery in latency and success rate. We are continuing to monitor."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 23, 2022 - 13:57 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified an issue affecting Image and Moderation APIs. We are preparing a resolution."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 23, 2022 - 13:22 PST""}]",This incident affected: API.
Outage for text-davinci-002,https://status.openai.com/incidents/syxvnwvys0jw,#e86c09,impact-major,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""At 9:58am PST on Thursday November 17 2022 we experienced an outage on the serving the text-davinci-002 model to our API and Playground customers. The outage lasted 57 minutes. No other models were affected during this outage.\nEngineers had been conducting a routine upgrade of one of our clusters when we started seeing a low level of internal network connectivity problems. We identified the networking issues to be due to increased scale - a larger number of connections was leading towards \""SNAT Port Exhaustion.\"" Engineering moved quickly to add additional network capacity. The configuration change to upgrade the network overrode the in-flight upgrade of the cluster, causing the cluster to unexpectedly rollback. This disrupted workloads powering the text-davinci-002 model.\nThe problem was identified in less than 2 minutes. It took approximately 30 minutes to restore capacity on the cluster, and an additional 25 minutes for workloads to start operating normally.\nThis outage is regrettable. We will be addressing gaps in our change control process to ensure that conflicts between two in-flight changes does not result in unexpected outages. We are also adding cluster redundancy so that a single cluster outage has overall far less impact on our services. Both of these changes were already planned and are actively being implemented."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 17, 2022 - 16:45 PST""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 17, 2022 - 11:41 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 17, 2022 - 11:33 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Traffic should be back now. We are continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 17, 2022 - 10:59 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 17, 2022 - 10:58 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified an issue causing loss of traffic for text-davinci-002, and are currently working on a resolution"", ""Update_Timestamp"": ""Posted 2 years ago. Nov 17, 2022 - 09:57 PST""}]",This incident affected: API.
Elevated latency + error rate on some models,https://status.openai.com/incidents/b3v85ygc88dh,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 16, 2022 - 21:01 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 16, 2022 - 20:59 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating elevated latency and error rates on text-davinci-002"", ""Update_Timestamp"": ""Posted 2 years ago. Nov 16, 2022 - 20:46 PST""}]",This incident affected: API.
Elevated latency + error rate on Image APIs,https://status.openai.com/incidents/8fzpls5z3pyv,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 11, 2022 - 14:48 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 11, 2022 - 14:44 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified the source of the issue and are working on a resolution. We are seeing errors subside but average latency remains high."", ""Update_Timestamp"": ""Posted 2 years ago. Nov 11, 2022 - 14:17 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating elevated latency and error rate on Image APIs"", ""Update_Timestamp"": ""Posted 2 years ago. Nov 11, 2022 - 14:09 PST""}]",This incident affected: API.
Outage on some Curie models,https://status.openai.com/incidents/ldgr8phtyx5v,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Oct 27, 2022 - 12:29 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Oct 27, 2022 - 12:24 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 2 years ago. Oct 27, 2022 - 12:21 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Some customers are seeing elevated error rates on Curie models. We are currently investigating the issue."", ""Update_Timestamp"": ""Posted 2 years ago. Oct 27, 2022 - 12:17 PDT""}]",This incident affected: API.
Error responses from Content Filter,https://status.openai.com/incidents/m52xd9lt7kkd,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 16:59 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 16:34 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating a networking issue which is causing elevated error rates from the content-filter-alpha model."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 16:28 PDT""}]",This incident affected: API.
Partial Outage on Account Management,https://status.openai.com/incidents/5mxxp4tlzvbq,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Account sign up functionality is fully operational.\n\nA small number of users who signed up during this incident may see minor issues with billing-related functionality in the API portal, such as viewing their usage dashboard. We will continue working to fully resolve all remaining effects from this incident in the coming days."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 14:18 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Account signup functionality should be restored now for all users.\n\nSome new users may experience intermittent issues with using the API or the API Playground. We are working to fully resolve those remaining issues. Pre-existing users (who signed up before today) are not affected."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 12:45 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are seeing account creation fail for some of our users due to an ongoing vendor issue. We are working closely with our vendor to restore account signup functionality and will continue sharing updates here."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 11:05 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""New accounts cannot be created at the moment. We are currently investigating"", ""Update_Timestamp"": ""Posted 2 years ago. Sep 28, 2022 - 09:39 PDT""}]",This incident affected: Playground.
Outage on some davinci models,https://status.openai.com/incidents/rh00pyzkt4h9,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 26, 2022 - 09:40 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 26, 2022 - 09:32 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Some customers are seeing elevated errors on certain davinci models. We are investigating."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 26, 2022 - 09:30 PDT""}]",This incident affected: API and Playground.
Partial Outage on Account Management,https://status.openai.com/incidents/mmp1ph8sp9j2,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 21, 2022 - 11:20 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""This issue has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 21, 2022 - 11:19 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""New accounts cannot be created at the moment. We are currently investigating"", ""Update_Timestamp"": ""Posted 2 years ago. Sep 21, 2022 - 11:00 PDT""}]",This incident affected: API and Playground.
Elevated 400 errors on requests with suffix parameter set,https://status.openai.com/incidents/vwd8zncpm96w,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We havn't seen any instance of this issue in the last 10 minutes."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 20, 2022 - 10:19 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Rollback has been rolled out. 400 errors appear to be decreasing. Will continue to monitor the effected models."", ""Update_Timestamp"": ""Posted 2 years ago. Sep 20, 2022 - 10:10 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""There are increased 400 errors on requests to certain models when the suffix parameter is provided. We have identified the problem and is in the process of rolling back"", ""Update_Timestamp"": ""Posted 2 years ago. Sep 20, 2022 - 09:53 PDT""}]",This incident affected: API.
