Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
REST API Errors,https://stabilityai.instatus.com/clxxjiii814655fqoqy5feu91q,#8f485d,4,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-06-27T17:50:57.776Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-06-27T17:30:23.417Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clxnl6s8s27905bbmxm15cr7ct,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-06-20T18:26:07.086Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring which is affecting our SD3 REST endpoints.', 'Update_Timestamp': '2024-06-20T18:19:25.471Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clx970y8t474941ebn9m50jcphq,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-06-10T16:40:00.000Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-06-10T16:34:20.388Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clwryamh561927mwocn26munl2,#8f485d,4,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-05-29T15:42:33.525Z'}, {'Update_Title': 'Monitoring', 'Update_Body': 'Services are recovering and we are monitoring the situation.', 'Update_Timestamp': '2024-05-29T15:30:06.527Z'}, {'Update_Title': 'Identified', 'Update_Body': 'A network outage is impacting API services. We are continuing to work on a fix.', 'Update_Timestamp': '2024-05-29T15:06:18.704Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-29T14:57:50.164Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clwrqge8q144464lhopw7gzc3eo,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-05-29T12:20:10.173Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-29T11:18:22.498Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clwrkwfz0729903l0ojari9a6ta,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-05-29T09:57:55.527Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-29T08:42:53.543Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clwr4tols276403kzoi2ttzza2p,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'A network disruption impacted some traffic to V1 endpoints. This is now resolved.', 'Update_Timestamp': '2024-05-29T01:18:08.165Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-29T01:12:50.919Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clwq6w0ja46975qdobv6kmf5eq,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-05-28T10:36:23.176Z'}, {'Update_Title': 'Monitoring', 'Update_Body': 'We implemented a fix and are currently monitoring the result.', 'Update_Timestamp': '2024-05-28T10:32:25.990Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-28T09:22:52.743Z'}]",This incident affected: REST API
REST API Errors,https://stabilityai.instatus.com/clwq168ps13438pjod31cuudt5,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'This incident has been resolved.', 'Update_Timestamp': '2024-05-28T07:02:38.901Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-28T06:42:52.207Z'}]",This incident affected: REST API
SDXL 1.0 Inference Errors,https://stabilityai.instatus.com/clwp0qj3l417208okoq771llb6z,#ff8c00,2,"[{'Update_Title': 'Resolved', 'Update_Body': 'The issue has now been resolved.', 'Update_Timestamp': '2024-05-27T18:05:48.230Z'}, {'Update_Title': 'Monitoring', 'Update_Body': 'SDXL 1.0 service has recovered and we are continuing to monitor it.', 'Update_Timestamp': '2024-05-27T17:12:11.483Z'}, {'Update_Title': 'Update', 'Update_Body': 'We are continuing to investigate an outage impacting SDXL1.0.', 'Update_Timestamp': '2024-05-27T17:04:51.907Z'}, {'Update_Title': 'Investigating', 'Update_Body': 'We are currently investigating elevated error rates detected by our monitoring.', 'Update_Timestamp': '2024-05-27T13:42:52.984Z'}]",This incident affected: REST API and gRPC API
